"VERSIONS","LEVEL_ID","TERRITORY_ID","NAME_HTML","YEAR","DATE","UNIT","VALUE"
"2016","3","BE223","Arr. Tongeren","2021","2021","PC","588227.0"
"2016","3","BE223","Arr. Tongeren","2022","2022","PC","713603.0"
"2016","3","BE223","Arr. Tongeren","2023","2023","PC","729821.0"
"2016","3","BE223","Arr. Tongeren","2024","2024","PC","731185.0"
"2016","3","BE231","Arr. Aalst","2019","2019","PC","230927.0"
"2016","3","BE231","Arr. Aalst","2020","2020","PC","116356.0"
"2016","3","BE231","Arr. Aalst","2021","2021","PC","167281.0"
"2016","3","BE231","Arr. Aalst","2022","2022","PC","269129.0"
"2016","3","BE231","Arr. Aalst","2023","2023","PC","276994.0"
"2016","3","BE231","Arr. Aalst","2024","2024","PC","240497.0"
"2016","3","BE232","Arr. Dendermonde","2019","2019","PC","250490.0"
"2016","3","BE232","Arr. Dendermonde","2020","2020","PC","45364.0"
"2016","3","BE232","Arr. Dendermonde","2021","2021","PC","60210.0"
"2016","3","BE232","Arr. Dendermonde","2022","2022","PC","86896.0"
"2016","3","BE232","Arr. Dendermonde","2023","2023","PC","85596.0"
"2016","3","BE232","Arr. Dendermonde","2024","2024","PC","83945.0"
"2016","3","BE233","Arr. Eeklo","2019","2019","PC","150755.0"
"2016","3","BE233","Arr. Eeklo","2020","2020","PC","50815.0"
"2016","3","BE233","Arr. Eeklo","2021","2021","PC","66719.0"
"2016","3","BE233","Arr. Eeklo","2022","2022","PC","96662.0"
"2016","3","BE233","Arr. Eeklo","2023","2023","PC","100741.0"
"2016","3","BE233","Arr. Eeklo","2024","2024","PC","95485.0"
"2016","3","BE234","Arr. Gent","2019","2019","PC","1402439.0"
"2016","3","BE234","Arr. Gent","2020","2020","PC","647049.0"
"2016","3","BE234","Arr. Gent","2021","2021","PC","931801.0"
"2016","3","BE234","Arr. Gent","2022","2022","PC","1771236.0"
"2016","3","BE234","Arr. Gent","2023","2023","PC","1933798.0"
"2016","3","BE234","Arr. Gent","2024","2024","PC","1909350.0"
"2016","3","BE235","Arr. Oudenaarde","2019","2019","PC","306496.0"
"2016","3","BE235","Arr. Oudenaarde","2020","2020","PC","149571.0"
"2016","3","BE235","Arr. Oudenaarde","2021","2021","PC","220175.0"
"2016","3","BE235","Arr. Oudenaarde","2022","2022","PC","310065.0"
"2016","3","BE235","Arr. Oudenaarde","2023","2023","PC","314226.0"
"2016","3","BE235","Arr. Oudenaarde","2024","2024","PC","275044.0"
"2016","3","BE236","Arr. Sint-Niklaas","2019","2019","PC","224406.0"
"2016","3","BE236","Arr. Sint-Niklaas","2020","2020","PC","155108.0"
"2016","3","BE236","Arr. Sint-Niklaas","2021","2021","PC","226968.0"
"2016","3","BE236","Arr. Sint-Niklaas","2022","2022","PC","335291.0"
"2016","3","BE236","Arr. Sint-Niklaas","2023","2023","PC","338989.0"
"2016","3","BE236","Arr. Sint-Niklaas","2024","2024","PC","342091.0"
"2016","3","BE241","Arr. Halle-Vilvoorde","2019","2019","PC","1427745.0"
"2016","3","BE241","Arr. Halle-Vilvoorde","2020","2020","PC","454331.0"
"2016","3","BE241","Arr. Halle-Vilvoorde","2021","2021","PC","580976.0"
"2016","3","BE241","Arr. Halle-Vilvoorde","2022","2022","PC","1291898.0"
"2016","3","BE241","Arr. Halle-Vilvoorde","2023","2023","PC","1450119.0"
"2016","3","BE241","Arr. Halle-Vilvoorde","2024","2024","PC","1501796.0"
"2016","3","BE242","Arr. Leuven","2019","2019","PC","920964.0"
"2016","3","BE242","Arr. Leuven","2020","2020","PC","351029.0"
"2016","3","BE242","Arr. Leuven","2021","2021","PC","495485.0"
"2016","3","BE242","Arr. Leuven","2022","2022","PC","835795.0"
"2016","3","BE242","Arr. Leuven","2023","2023","PC","896910.0"
"2016","3","BE242","Arr. Leuven","2024","2024","PC","866158.0"
"2016","3","BE251","Arr. Brugge","2019","2019","PC","4558879.0"
"2016","3","BE251","Arr. Brugge","2020","2020","PC","2004266.0"
"2016","3","BE251","Arr. Brugge","2021","2021","PC","2892528.0"
"2016","3","BE251","Arr. Brugge","2022","2022","PC","3918544.0"
"2016","3","BE251","Arr. Brugge","2023","2023","PC","3949859.0"
"2016","3","BE251","Arr. Brugge","2024","2024","PC","3847255.0"
"2016","3","BE252","Arr. Diksmuide","2019","2019","PC","270241.0"
"2016","3","BE252","Arr. Diksmuide","2020","2020","PC","71440.0"
"2016","3","BE252","Arr. Diksmuide","2021","2021","PC","134995.0"
"2016","3","BE252","Arr. Diksmuide","2022","2022","PC","185661.0"
"2016","3","BE252","Arr. Diksmuide","2023","2023","PC","190162.0"
"2016","3","BE252","Arr. Diksmuide","2024","2024","PC","195518.0"
"2016","3","BE253","Arr. Ieper","2019","2019","PC","758312.0"
"2016","3","BE253","Arr. Ieper","2020","2020","PC","265356.0"
"2016","3","BE253","Arr. Ieper","2021","2021","PC","494690.0"
"2016","3","BE253","Arr. Ieper","2022","2022","PC","696200.0"
"2016","3","BE253","Arr. Ieper","2023","2023","PC","771787.0"
"2016","3","BE253","Arr. Ieper","2024","2024","PC","821704.0"
"2016","3","BE254","Arr. Kortrijk","2019","2019","PC","648168.0"
"2016","3","BE254","Arr. Kortrijk","2020","2020","PC","173706.0"
"2016","3","BE254","Arr. Kortrijk","2021","2021","PC","235456.0"
"2016","3","BE254","Arr. Kortrijk","2022","2022","PC","334784.0"
"2016","3","BE254","Arr. Kortrijk","2023","2023","PC","372068.0"
"2016","3","BE254","Arr. Kortrijk","2024","2024","PC","397161.0"
"2016","3","BE255","Arr. Oostende","2019","2019","PC","3337473.0"
"2016","3","BE255","Arr. Oostende","2020","2020","PC","2210232.0"
"2016","3","BE255","Arr. Oostende","2021","2021","PC","3402844.0"
"2016","3","BE255","Arr. Oostende","2022","2022","PC","3628632.0"
"2016","3","BE255","Arr. Oostende","2023","2023","PC","3420786.0"
"2016","3","BE255","Arr. Oostende","2024","2024","PC","3456234.0"
"2016","3","BE256","Arr. Roeselare","2019","2019","PC","206366.0"
"2016","3","BE256","Arr. Roeselare","2020","2020","PC","69629.0"
"2016","3","BE256","Arr. Roeselare","2021","2021","PC","98053.0"
"2016","3","BE256","Arr. Roeselare","2022","2022","PC","140234.0"
"2016","3","BE256","Arr. Roeselare","2023","2023","PC","145165.0"
"2016","3","BE256","Arr. Roeselare","2024","2024","PC","140287.0"
"2016","3","BE257","Arr. Tielt","2019","2019","PC","112191.0"
"2016","3","BE257","Arr. Tielt","2020","2020","PC","30581.0"
"2016","3","BE257","Arr. Tielt","2021","2021","PC","48357.0"
"2016","3","BE257","Arr. Tielt","2022","2022","PC","66225.0"
"2016","3","BE257","Arr. Tielt","2023","2023","PC","70740.0"
"2016","3","BE257","Arr. Tielt","2024","2024","PC","75221.0"
"2016","3","BE258","Arr. Veurne","2019","2019","PC","2225801.0"
"2016","3","BE258","Arr. Veurne","2020","2020","PC","2018207.0"
"2016","3","BE258","Arr. Veurne","2021","2021","PC","3266362.0"
"2016","3","BE258","Arr. Veurne","2022","2022","PC","3420763.0"
"2016","3","BE258","Arr. Veurne","2023","2023","PC","3229124.0"
"2016","3","BE258","Arr. Veurne","2024","2024","PC","3206472.0"
"2016","3","BE310","Arr. Nivelles","2019","2019","PC","507424.0"
"2016","3","BE310","Arr. Nivelles","2020","2020","PC","196377.0"
"2016","3","BE310","Arr. Nivelles","2021","2021","PC","317903.0"
"2016","3","BE310","Arr. Nivelles","2022","2022","PC","517975.0"
"2016","3","BE310","Arr. Nivelles","2023","2023","PC","552952.0"
"2016","3","BE310","Arr. Nivelles","2024","2024","PC","572017.0"
"2016","3","BE323","Arr. Mons","2019","2019","PC","278860.0"
"2016","3","BE323","Arr. Mons","2020","2020","PC","104042.0"
"2016","3","BE323","Arr. Mons","2021","2021","PC","138914.0"
"2016","3","BE323","Arr. Mons","2022","2022","PC","200530.0"
"2016","3","BE323","Arr. Mons","2023","2023","PC","237017.0"
"2016","3","BE323","Arr. Mons","2024","2024","PC","209056.0"
"2016","3","BE331","Arr. Huy","2019","2019","PC","150245.0"
"2016","3","BE331","Arr. Huy","2020","2020","PC","115051.0"
"2016","3","BE331","Arr. Huy","2021","2021","PC","153301.0"
"2016","3","BE331","Arr. Huy","2022","2022","PC","201047.0"
"2016","3","BE331","Arr. Huy","2023","2023","PC","189052.0"
"2016","3","BE331","Arr. Huy","2024","2024","PC","166999.0"
"2016","3","BE332","Arr. Liège","2019","2019","PC","549870.0"
"2016","3","BE332","Arr. Liège","2020","2020","PC","457144.0"
"2016","3","BE332","Arr. Liège","2021","2021","PC","546631.0"
"2016","3","BE332","Arr. Liège","2022","2022","PC","772242.0"
"2016","3","BE332","Arr. Liège","2023","2023","PC","847290.0"
"2016","3","BE332","Arr. Liège","2024","2024","PC","798850.0"
"2016","3","BE334","Arr. Waremme","2019","2019","PC","8699.0"
"2016","3","BE334","Arr. Waremme","2020","2020","PC","27280.0"
"2016","3","BE334","Arr. Waremme","2021","2021","PC","28402.0"
"2016","3","BE334","Arr. Waremme","2022","2022","PC","49392.0"
"2016","3","BE334","Arr. Waremme","2023","2023","PC","39171.0"
"2016","3","BE334","Arr. Waremme","2024","2024","PC","44472.0"
"2016","3","BE335","Arr. Verviers - communes francophones","2019","2019","PC","1513139.0"
"2016","3","BE335","Arr. Verviers - communes francophones","2020","2020","PC","658956.0"
"2016","3","BE335","Arr. Verviers - communes francophones","2021","2021","PC","987556.0"
"2016","3","BE335","Arr. Verviers - communes francophones","2022","2022","PC","1231380.0"
"2016","3","BE335","Arr. Verviers - communes francophones","2023","2023","PC","1204626.0"
"2016","3","BE335","Arr. Verviers - communes francophones","2024","2024","PC","1182701.0"
"2016","3","BE336","Bezirk Verviers - Deutschsprachige Gemeinschaft","2019","2019","PC","368272.0"
"2016","3","BE336","Bezirk Verviers - Deutschsprachige Gemeinschaft","2020","2020","PC","295221.0"
"2016","3","BE336","Bezirk Verviers - Deutschsprachige Gemeinschaft","2021","2021","PC","353346.0"
"2016","3","BE336","Bezirk Verviers - Deutschsprachige Gemeinschaft","2022","2022","PC","512835.0"
"2016","3","BE336","Bezirk Verviers - Deutschsprachige Gemeinschaft","2023","2023","PC","540437.0"
"2016","3","BE336","Bezirk Verviers - Deutschsprachige Gemeinschaft","2024","2024","PC","531415.0"
"2016","3","BE341","Arr. Arlon","2019","2019","PC","131827.0"
"2016","3","BE341","Arr. Arlon","2020","2020","PC","63220.0"
"2016","3","BE341","Arr. Arlon","2021","2021","PC","109650.0"
"2016","3","BE341","Arr. Arlon","2022","2022","PC","158012.0"
